old_path,old_name,new_name,new_path
/Users/home/Desktop/syncrescendence/SOURCES/raw/20250617-youtube_video-y_combinator-andrej_karpathy.md,20250617-youtube_video-y_combinator-andrej_karpathy.md,SOURCE-20250617-youtube-interview-yc-andrej_karpathy.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250617-youtube-interview-yc-andrej_karpathy.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/20250617-youtube_video-bilawal_sidhu-harvard_lecture.md,20250617-youtube_video-bilawal_sidhu-harvard_lecture.md,SOURCE-20250617-youtube-lecture-bilawal-harvard_lecture.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250617-youtube-lecture-bilawal-harvard_lecture.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/dwarkesh_sutton.md,dwarkesh_sutton.md,SOURCE-00000000-youtube-interview-dwarkesh_sutton-dwarkesh_sutton.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-dwarkesh_sutton-dwarkesh_sutton.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/Untitled 6.md,Untitled 6.md,SOURCE-00000000-youtube-interview-untitled_6md-untitled_6.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-untitled_6md-untitled_6.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/20250617-youtube_video-bilawal_sidhu-harvard_lecture.txt,20250617-youtube_video-bilawal_sidhu-harvard_lecture.txt,SOURCE-20250617-youtube-lecture-bilawal-harvard_lecture.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250617-youtube-lecture-bilawal-harvard_lecture.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/20250617-youtube_video-y_combinator-andrej_karpathy.txt,20250617-youtube_video-y_combinator-andrej_karpathy.txt,SOURCE-20250617-youtube-interview-yc-andrej_karpathy.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250617-youtube-interview-yc-andrej_karpathy.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/AGI/20251004-youtube_video-dwarkesh_patel-sutton_response.md,20251004-youtube_video-dwarkesh_patel-sutton_response.md,SOURCE-20251004-youtube-interview-dwarkesh-sutton_response.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251004-youtube-interview-dwarkesh-sutton_response.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/AGI/20250522-youtube_video-dwarkesh_patel-sholto_douglas_&_trenton_bricken.txt,20250522-youtube_video-dwarkesh_patel-sholto_douglas_&_trenton_bricken.txt,SOURCE-20250522-youtube-interview-dwarkesh-sholto_douglas__trenton_bricken.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250522-youtube-interview-dwarkesh-sholto_douglas__trenton_bricken.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/AGI/20250723-youtube_video-lex_fridman-demis_hassabis_475.txt,20250723-youtube_video-lex_fridman-demis_hassabis_475.txt,SOURCE-20250723-youtube-interview-lex-demis_hassabis_475.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250723-youtube-interview-lex-demis_hassabis_475.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/AGI/20250522-youtube_video-dwarkesh_patel-sholto_douglas_&_trenton_bricken.md,20250522-youtube_video-dwarkesh_patel-sholto_douglas_&_trenton_bricken.md,SOURCE-20250522-youtube-interview-dwarkesh-sholto_douglas__trenton_bricken.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250522-youtube-interview-dwarkesh-sholto_douglas__trenton_bricken.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/AGI/20250403-youtube_video-dwarkesh_patel-scott_alexander_&_daniel_kokotajlo.txt,20250403-youtube_video-dwarkesh_patel-scott_alexander_&_daniel_kokotajlo.txt,SOURCE-20250403-youtube-interview-dwarkesh-scott_alexander__daniel_kokotajlo.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250403-youtube-interview-dwarkesh-scott_alexander__daniel_kokotajlo.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/AGI/20250723-youtube_video-lex_fridman-demis_hassabis_475.md,20250723-youtube_video-lex_fridman-demis_hassabis_475.md,SOURCE-20250723-youtube-interview-lex-demis_hassabis_475.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250723-youtube-interview-lex-demis_hassabis_475.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/AGI/20251017-youtube_video-dwarkesh_patel-andrej_karpathy.txt,20251017-youtube_video-dwarkesh_patel-andrej_karpathy.txt,SOURCE-20251017-youtube-interview-dwarkesh-andrej_karpathy.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251017-youtube-interview-dwarkesh-andrej_karpathy.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/AGI/20250926-youtube_video-dwarkesh_patel-richard_sutton.md,20250926-youtube_video-dwarkesh_patel-richard_sutton.md,SOURCE-20250926-youtube-interview-dwarkesh-richard_sutton.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250926-youtube-interview-dwarkesh-richard_sutton.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/AGI/20250926-youtube_video-dwarkesh_patel-richard_sutton.txt,20250926-youtube_video-dwarkesh_patel-richard_sutton.txt,SOURCE-20250926-youtube-interview-dwarkesh-richard_sutton.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250926-youtube-interview-dwarkesh-richard_sutton.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/AGI/20251004-youtube_video-dwarkesh_patel-sutton_response.txt,20251004-youtube_video-dwarkesh_patel-sutton_response.txt,SOURCE-20251004-youtube-interview-dwarkesh-sutton_response.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251004-youtube-interview-dwarkesh-sutton_response.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/AGI/20251001-x_post-andrej_karpathy.md,20251001-x_post-andrej_karpathy.md,SOURCE-20251001-x-thread-20251001_x_post-andrej_karpathy.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251001-x-thread-20251001_x_post-andrej_karpathy.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/AGI/20250403-youtube_video-dwarkesh_patel-scott_alexander_&_daniel_kokotajlo.md,20250403-youtube_video-dwarkesh_patel-scott_alexander_&_daniel_kokotajlo.md,SOURCE-20250403-youtube-interview-dwarkesh-scott_alexander__daniel_kokotajlo.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250403-youtube-interview-dwarkesh-scott_alexander__daniel_kokotajlo.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/AGI/20251017-youtube_video-dwarkesh_patel-andrej_karpathy.md,20251017-youtube_video-dwarkesh_patel-andrej_karpathy.md,SOURCE-20251017-youtube-interview-dwarkesh-andrej_karpathy.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251017-youtube-interview-dwarkesh-andrej_karpathy.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/Anthropology/20250312-youtube_video-dwarkesh_patel-joseph_henrich.txt,20250312-youtube_video-dwarkesh_patel-joseph_henrich.txt,SOURCE-20250312-youtube-interview-dwarkesh-joseph_henrich.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250312-youtube-interview-dwarkesh-joseph_henrich.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/Anthropology/20250312-youtube_video-dwarkesh_patel-joseph_henrich.md,20250312-youtube_video-dwarkesh_patel-joseph_henrich.md,SOURCE-20250312-youtube-interview-dwarkesh-joseph_henrich.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250312-youtube-interview-dwarkesh-joseph_henrich.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/consultanttt/tiff_in_tech/Top 10 Technical Skills That Will Matter Most in 2026.txt,Top 10 Technical Skills That Will Matter Most in 2026.txt,SOURCE-00000000-youtube-interview-top_10_technica-top_10_technical_skills_that_will_matter_most.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-top_10_technica-top_10_technical_skills_that_will_matter_most.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/consultanttt/bilawal_sidhu/20250207-youtube_video-bilawal_sidhu-vfx_ai_tools.txt,20250207-youtube_video-bilawal_sidhu-vfx_ai_tools.txt,SOURCE-20250207-youtube-interview-bilawal-vfx_ai_tools.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250207-youtube-interview-bilawal-vfx_ai_tools.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/consultanttt/bilawal_sidhu/20250922 -youtube_video-bilawal_sidhu-vfx_workflow.txt,20250922 -youtube_video-bilawal_sidhu-vfx_workflow.txt,SOURCE-20250922-youtube-interview-bilawal-vfx_workflow.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250922-youtube-interview-bilawal-vfx_workflow.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/consultanttt/bilawal_sidhu/20250829-youtube_video-bilawal_sidhu-harvard_lecture.txt,20250829-youtube_video-bilawal_sidhu-harvard_lecture.txt,SOURCE-20250829-youtube-lecture-bilawal-harvard_lecture.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250829-youtube-lecture-bilawal-harvard_lecture.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/consultanttt/bilawal_sidhu/20250221-youtube_video-bilawal_sidhu-3d_vfx_ai_tools.txt,20250221-youtube_video-bilawal_sidhu-3d_vfx_ai_tools.txt,SOURCE-20250221-youtube-interview-bilawal-3d_vfx_ai_tools.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250221-youtube-interview-bilawal-3d_vfx_ai_tools.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/consultanttt/bilawal_sidhu/20250820-youtube_video-bilawal_sidhu-world_model.txt,20250820-youtube_video-bilawal_sidhu-world_model.txt,SOURCE-20250820-youtube-interview-bilawal-world_model.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250820-youtube-interview-bilawal-world_model.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/consultanttt/bilawal_sidhu/20251024-youtube_video-bilawal_sidhu-ian_dawson.txt,20251024-youtube_video-bilawal_sidhu-ian_dawson.txt,SOURCE-20251024-youtube-interview-bilawal-ian_dawson.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251024-youtube-interview-bilawal-ian_dawson.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/consultanttt/marina_wyss/10 Papers Every Future AI Engineer Must Read.txt,10 Papers Every Future AI Engineer Must Read.txt,SOURCE-00000000-youtube-interview-10_papers_every-10_papers_every_future_ai_engineer_must_read.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-10_papers_every-10_papers_every_future_ai_engineer_must_read.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/panelists /all_in/20251024-youtube_video-all_in.txt,20251024-youtube_video-all_in.txt,SOURCE-20251024-youtube-panel-allin-content.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251024-youtube-panel-allin-content.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/pundit/hans_nelson/20251022-youtube_video-hans_nelson-ticker_symbol_you.txt,20251022-youtube_video-hans_nelson-ticker_symbol_you.txt,SOURCE-20251022-youtube-interview-20251022_youtub-hans_nelson_ticker_symbol_you.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251022-youtube-interview-20251022_youtub-hans_nelson_ticker_symbol_you.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/analyst/ark_invest/20251023-youtube_video-ark_invest-brainstorn_106.txt,20251023-youtube_video-ark_invest-brainstorn_106.txt,SOURCE-20251023-youtube-interview-ark-brainstorn_106.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251023-youtube-interview-ark-brainstorn_106.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/counselor/dr_k/What Nobody Knows About ADHD and S*x.txt,What Nobody Knows About ADHD and S*x.txt,SOURCE-00000000-youtube-interview-what_nobody_kno-what_nobody_knows_about_adhd_and_sx.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-what_nobody_kno-what_nobody_knows_about_adhd_and_sx.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/sam_witteveen/Claude Skills - SOPs For Agents.txt,Claude Skills - SOPs For Agents.txt,SOURCE-00000000-youtube-interview-claude_skills-claude_skills_sops_for_agents.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-claude_skills-claude_skills_sops_for_agents.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/aggregator/ai_search/20251025-youtube_video-ai_search.txt,20251025-youtube_video-ai_search.txt,SOURCE-20251025-youtube-interview-20251025_youtub-ai_search.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251025-youtube-interview-20251025_youtub-ai_search.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/curator/ai_papers_acacdemy/ Tiny Recursive Model (TRM) Paper Explained.txt, Tiny Recursive Model (TRM) Paper Explained.txt,SOURCE-00000000-youtube-interview-tiny_recursive-tiny_recursive_model_trm_paper_explained.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-tiny_recursive-tiny_recursive_model_trm_paper_explained.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/consultantt/d_squared/The Internet Is About to Change Forever (and nobody even realises).txt,The Internet Is About to Change Forever (and nobody even realises).txt,SOURCE-00000000-youtube-interview-the_internet_is-the_internet_is_about_to_change_forever_and_n.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-the_internet_is-the_internet_is_about_to_change_forever_and_n.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/panelists/moonshots/20251020-youtube_video-moonshots_202.txt,20251020-youtube_video-moonshots_202.txt,SOURCE-20251020-youtube-panel-moonshots-202.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251020-youtube-panel-moonshots-202.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/panelists/moonshots/20251027-youtube_video-moonshots.txt,20251027-youtube_video-moonshots.txt,SOURCE-20251027-youtube-panel-moonshots-content.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251027-youtube-panel-moonshots-content.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/explainer/caleb_writes_code/DeepSeek-OCR Explained.md,DeepSeek-OCR Explained.md,SOURCE-00000000-youtube-interview-deepseek_ocr_ex-deepseek_ocr_explained.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-deepseek_ocr_ex-deepseek_ocr_explained.md
"/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/explainer/caleb_writes_code/OK Computer, Kimi.txt","OK Computer, Kimi.txt",SOURCE-00000000-youtube-interview-ok_computer_kim-ok_computer_kimi.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-ok_computer_kim-ok_computer_kimi.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/explainer/two_minute_papers/NVIDIA’s New AI’s Movements Are So Real It’s Uncanny.txt,NVIDIA’s New AI’s Movements Are So Real It’s Uncanny.txt,SOURCE-00000000-youtube-interview-nvidia-s_new_ais_movements_are_so_real_its_uncanny.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-nvidia-s_new_ais_movements_are_so_real_its_uncanny.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/editorialist/wes_roth/ Deepseek just killed LLMs.txt, Deepseek just killed LLMs.txt,SOURCE-00000000-youtube-interview-deepseek_just_k-deepseek_just_killed_llms.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-deepseek_just_k-deepseek_just_killed_llms.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/editorialist/matthew_berman/24 NEW Things You Should Be Using AI For.txt,24 NEW Things You Should Be Using AI For.txt,SOURCE-00000000-youtube-interview-mberman-24_new_things_you_should_be_using_ai_for.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-mberman-24_new_things_you_should_be_using_ai_for.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/regular/editorialist/matthew_berman/Inside Cerebras's Insane NEW Data Center (Fastest in the World).txt,Inside Cerebras's Insane NEW Data Center (Fastest in the World).txt,SOURCE-00000000-youtube-interview-mberman-inside_cerebrass_insane_new_data_center_faste.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-00000000-youtube-interview-mberman-inside_cerebrass_insane_new_data_center_faste.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/snapshot/presenter /ai_for_humans/20251024-youtube_video-ai_for_humans.txt,20251024-youtube_video-ai_for_humans.txt,SOURCE-20251024-youtube-interview-ai4humans-content.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251024-youtube-interview-ai4humans-content.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-no_priors-the_best_of_2025_(so_far)_138.md,20251031-youtube_video-no_priors-the_best_of_2025_(so_far)_138.md,SOURCE-20251031-youtube-interview-nopriors-the_best_of_2025_so_far_138.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-nopriors-the_best_of_2025_so_far_138.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-bilwal_sidhu-john_gaeta.md,20251031-youtube_video-bilwal_sidhu-john_gaeta.md,SOURCE-20251031-youtube-interview-bilawal-john_gaeta.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-bilawal-john_gaeta.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-a16z-ben_horowitz_&_marc_andreessens.txt,20251031-youtube_video-a16z-ben_horowitz_&_marc_andreessens.txt,SOURCE-20251031-youtube-interview-a16z-ben_horowitz__marc_andreessens.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-a16z-ben_horowitz__marc_andreessens.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250623-youtube_video-brainmind-blaise_aguera_y_arcas.txt,20250623-youtube_video-brainmind-blaise_aguera_y_arcas.txt,SOURCE-20250623-youtube-interview-brainmind-blaise_aguera_y_arcas.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250623-youtube-interview-brainmind-blaise_aguera_y_arcas.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251101-youtube_video-david_shapiro-renaissance_2_0.txt,20251101-youtube_video-david_shapiro-renaissance_2_0.txt,SOURCE-20251101-youtube-interview-dshapiro-renaissance_2_0.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251101-youtube-interview-dshapiro-renaissance_2_0.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251021-youtube_video-relentless-saurav_shroff.txt,20251021-youtube_video-relentless-saurav_shroff.txt,SOURCE-20251021-youtube-interview-relentless-saurav_shroff.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251021-youtube-interview-relentless-saurav_shroff.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251030-youtube_video-moonshots-anatoly_yakovenko_204.txt,20251030-youtube_video-moonshots-anatoly_yakovenko_204.txt,SOURCE-20251030-youtube-interview-moonshots-anatoly_yakovenko_204.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251030-youtube-interview-moonshots-anatoly_yakovenko_204.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-all_in-elon_musk.md,20251031-youtube_video-all_in-elon_musk.md,SOURCE-20251031-youtube-interview-allin-elon_musk.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-allin-elon_musk.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251030-youtube_video-sanity-everything-sean_grove.md,20251030-youtube_video-sanity-everything-sean_grove.md,SOURCE-20251030-youtube-interview-sanity-everything_sean_grove.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251030-youtube-interview-sanity-everything_sean_grove.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250623-youtube_video-brainmind-blaise_aguera_y_arcas.md,20250623-youtube_video-brainmind-blaise_aguera_y_arcas.md,SOURCE-20250623-youtube-interview-brainmind-blaise_aguera_y_arcas.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250623-youtube-interview-brainmind-blaise_aguera_y_arcas.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251101-youtube_video-david_shapiro-renaissance_2_0.md,20251101-youtube_video-david_shapiro-renaissance_2_0.md,SOURCE-20251101-youtube-interview-dshapiro-renaissance_2_0.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251101-youtube-interview-dshapiro-renaissance_2_0.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250807-youtube_video-tedxcatawba-blaise_aguera_y_arcas.md,20250807-youtube_video-tedxcatawba-blaise_aguera_y_arcas.md,SOURCE-20250807-youtube-interview-tedx-blaise_aguera_y_arcas.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250807-youtube-interview-tedx-blaise_aguera_y_arcas.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250903-youtube_video-curt_jaimungal-max_tegmark.md,20250903-youtube_video-curt_jaimungal-max_tegmark.md,SOURCE-20250903-youtube-interview-tow-max_tegmark.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250903-youtube-interview-tow-max_tegmark.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251021-youtube_video-tbpn-bryan_johnson.md,20251021-youtube_video-tbpn-bryan_johnson.md,SOURCE-20251021-youtube-interview-tbpn-bryan_johnson.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251021-youtube-interview-tbpn-bryan_johnson.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251020-youtube_video-info_tech_research_group-ben_goertzel.txt,20251020-youtube_video-info_tech_research_group-ben_goertzel.txt,SOURCE-20251020-youtube-interview-itrg-ben_goertzel.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251020-youtube-interview-itrg-ben_goertzel.txt
