old_path,old_name,new_name,new_path
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251029-youtube_video-openai-sam_jakub_and_wojciec.txt,20251029-youtube_video-openai-sam_jakub_and_wojciec.txt,SOURCE-20251029-youtube-interview-openai-sam_jakub_and_wojciec.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251029-youtube-interview-openai-sam_jakub_and_wojciec.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251027-youtube_video-david_carbutt-cathie_wood.md,20251027-youtube_video-david_carbutt-cathie_wood.md,SOURCE-20251027-youtube-interview-carbutt-cathie_wood.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251027-youtube-interview-carbutt-cathie_wood.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251030-youtube_video-ai_explained-the_end_of_ai.md,20251030-youtube_video-ai_explained-the_end_of_ai.md,SOURCE-20251030-youtube-interview-aiexp-the_end_of_ai.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251030-youtube-interview-aiexp-the_end_of_ai.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251027-youtube_video-all_in-john_martinis.txt,20251027-youtube_video-all_in-john_martinis.txt,SOURCE-20251027-youtube-interview-allin-john_martinis.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251027-youtube-interview-allin-john_martinis.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-david_shapiro-post_labor_enterprise.md,20251031-youtube_video-david_shapiro-post_labor_enterprise.md,SOURCE-20251031-youtube-interview-dshapiro-post_labor_enterprise.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-dshapiro-post_labor_enterprise.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251030-youtube_video-sanity-everything-sean_grove.txt,20251030-youtube_video-sanity-everything-sean_grove.txt,SOURCE-20251030-youtube-interview-sanity-everything_sean_grove.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251030-youtube-interview-sanity-everything_sean_grove.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250516-youtube_video-sana-strange_loop-claire_l_evans.txt,20250516-youtube_video-sana-strange_loop-claire_l_evans.txt,SOURCE-20250516-youtube-interview-strangeloop-claire_l_evans.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250516-youtube-interview-strangeloop-claire_l_evans.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251027-youtube_video-moonshots-chatgpt_atlas.md,20251027-youtube_video-moonshots-chatgpt_atlas.md,SOURCE-20251027-youtube-interview-moonshots-chatgpt_atlas.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251027-youtube-interview-moonshots-chatgpt_atlas.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250605-youtube_video-sana-strange_loop-ethan_mollick.md,20250605-youtube_video-sana-strange_loop-ethan_mollick.md,SOURCE-20250605-youtube-interview-strangeloop-ethan_mollick.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250605-youtube-interview-strangeloop-ethan_mollick.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251027-youtube_video-all_in-john_martinis.md,20251027-youtube_video-all_in-john_martinis.md,SOURCE-20251027-youtube-interview-allin-john_martinis.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251027-youtube-interview-allin-john_martinis.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251021-youtube_video-relentless-justin_fiaschetti.txt,20251021-youtube_video-relentless-justin_fiaschetti.txt,SOURCE-20251021-youtube-interview-relentless-justin_fiaschetti.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251021-youtube-interview-relentless-justin_fiaschetti.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250624-youtube_video-dalibor_petrovic-david_shapiro.txt,20250624-youtube_video-dalibor_petrovic-david_shapiro.txt,SOURCE-20250624-youtube-interview-dshapiro-content.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250624-youtube-interview-dshapiro-content.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-joe_rogan_experience-elon_musk-2404.txt,20251031-youtube_video-joe_rogan_experience-elon_musk-2404.txt,SOURCE-20251031-youtube-interview-jre-experience_elon_musk_2404.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-jre-experience_elon_musk_2404.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251014-youtube_video-citadel_securities-jensen_huang.txt,20251014-youtube_video-citadel_securities-jensen_huang.txt,SOURCE-20251014-youtube-interview-citadel-jensen_huang.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251014-youtube-interview-citadel-jensen_huang.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251014-youtube_video-andre_duqun_donald_hoffman.md,20251014-youtube_video-andre_duqun_donald_hoffman.md,SOURCE-20251014-youtube-interview-duqun-donald_hoffman.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251014-youtube-interview-duqun-donald_hoffman.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-extropic-trevor_mccourt_cto.md,20251031-youtube_video-extropic-trevor_mccourt_cto.md,SOURCE-20251031-youtube-interview-extropic-trevor_mccourt_cto.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-extropic-trevor_mccourt_cto.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251030-youtube_video-ai_explained-the_end_of_ai.txt,20251030-youtube_video-ai_explained-the_end_of_ai.txt,SOURCE-20251030-youtube-interview-aiexp-the_end_of_ai.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251030-youtube-interview-aiexp-the_end_of_ai.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250903-youtube_video-curt_jaimungal-max_tegmark.txt,20250903-youtube_video-curt_jaimungal-max_tegmark.txt,SOURCE-20250903-youtube-interview-tow-max_tegmark.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250903-youtube-interview-tow-max_tegmark.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250624-youtube_video-dalibor_petrovic-david_shapiro.md,20250624-youtube_video-dalibor_petrovic-david_shapiro.md,SOURCE-20250624-youtube-interview-dshapiro-content.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250624-youtube-interview-dshapiro-content.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-all_in-elon_musk.txt,20251031-youtube_video-all_in-elon_musk.txt,SOURCE-20251031-youtube-interview-allin-elon_musk.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-allin-elon_musk.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-bilwal_sidhu-john_gaeta.txt,20251031-youtube_video-bilwal_sidhu-john_gaeta.txt,SOURCE-20251031-youtube-interview-bilawal-john_gaeta.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-bilawal-john_gaeta.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251030-youtube_video-moonshots-anatoly_yakovenko_204.md,20251030-youtube_video-moonshots-anatoly_yakovenko_204.md,SOURCE-20251030-youtube-interview-moonshots-anatoly_yakovenko_204.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251030-youtube-interview-moonshots-anatoly_yakovenko_204.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251014-youtube_video-andre_duqun_donald_hoffman.txt,20251014-youtube_video-andre_duqun_donald_hoffman.txt,SOURCE-20251014-youtube-interview-duqun-donald_hoffman.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251014-youtube-interview-duqun-donald_hoffman.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251021-youtube_video-relentless-saurav_shroff.md,20251021-youtube_video-relentless-saurav_shroff.md,SOURCE-20251021-youtube-interview-relentless-saurav_shroff.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251021-youtube-interview-relentless-saurav_shroff.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-extropic-trevor_mccourt_cto.txt,20251031-youtube_video-extropic-trevor_mccourt_cto.txt,SOURCE-20251031-youtube-interview-extropic-trevor_mccourt_cto.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-extropic-trevor_mccourt_cto.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250902-youtube_video-sana-strange_loop-david_deustch.txt,20250902-youtube_video-sana-strange_loop-david_deustch.txt,SOURCE-20250902-youtube-interview-strangeloop-david_deustch.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250902-youtube-interview-strangeloop-david_deustch.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251029-youtube_video-mathew_berman-sam_altman_reveals_exact_date_of_intelligence_explosion.md,20251029-youtube_video-mathew_berman-sam_altman_reveals_exact_date_of_intelligence_explosion.md,SOURCE-20251029-youtube-interview-mberman-sam_altman_reveals_exact_date_of_intelligence.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251029-youtube-interview-mberman-sam_altman_reveals_exact_date_of_intelligence.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251020-youtube_video-big_think-peter_leyden.md,20251020-youtube_video-big_think-peter_leyden.md,SOURCE-20251020-youtube-interview-bigthink-peter_leyden.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251020-youtube-interview-bigthink-peter_leyden.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250605-youtube_video-sana-strange_loop-ethan_mollick.txt,20250605-youtube_video-sana-strange_loop-ethan_mollick.txt,SOURCE-20250605-youtube-interview-strangeloop-ethan_mollick.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250605-youtube-interview-strangeloop-ethan_mollick.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-david_shapiro-post_labor_enterprise.txt,20251031-youtube_video-david_shapiro-post_labor_enterprise.txt,SOURCE-20251031-youtube-interview-dshapiro-post_labor_enterprise.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-dshapiro-post_labor_enterprise.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251028-youtube_video-nvidia-gtc_washington_dc_keynote.txt,20251028-youtube_video-nvidia-gtc_washington_dc_keynote.txt,SOURCE-20251028-youtube-lecture-nvidia-gtc_washington_dc_keynote.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251028-youtube-lecture-nvidia-gtc_washington_dc_keynote.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250807-youtube_video-tedxcatawba-blaise_aguera_y_arcas.txt,20250807-youtube_video-tedxcatawba-blaise_aguera_y_arcas.txt,SOURCE-20250807-youtube-interview-tedx-blaise_aguera_y_arcas.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250807-youtube-interview-tedx-blaise_aguera_y_arcas.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250902-youtube_video-sana-strange_loop-david_deustch.md,20250902-youtube_video-sana-strange_loop-david_deustch.md,SOURCE-20250902-youtube-interview-strangeloop-david_deustch.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250902-youtube-interview-strangeloop-david_deustch.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251029-youtube_video-openai-sam_jakub_and_wojciec.md,20251029-youtube_video-openai-sam_jakub_and_wojciec.md,SOURCE-20251029-youtube-interview-openai-sam_jakub_and_wojciec.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251029-youtube-interview-openai-sam_jakub_and_wojciec.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-no_priors-the_best_of_2025_(so_far)_138.txt,20251031-youtube_video-no_priors-the_best_of_2025_(so_far)_138.txt,SOURCE-20251031-youtube-interview-nopriors-the_best_of_2025_so_far_138.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-nopriors-the_best_of_2025_so_far_138.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251028-youtube_video-nvidia-gtc_washington_dc_keynote.md,20251028-youtube_video-nvidia-gtc_washington_dc_keynote.md,SOURCE-20251028-youtube-lecture-nvidia-gtc_washington_dc_keynote.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251028-youtube-lecture-nvidia-gtc_washington_dc_keynote.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-joe_rogan_experience-elon_musk-2404.md,20251031-youtube_video-joe_rogan_experience-elon_musk-2404.md,SOURCE-20251031-youtube-interview-jre-experience_elon_musk_2404.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-jre-experience_elon_musk_2404.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251020-youtube_video-info_tech_research_group-ben_goertzel.md,20251020-youtube_video-info_tech_research_group-ben_goertzel.md,SOURCE-20251020-youtube-interview-itrg-ben_goertzel.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251020-youtube-interview-itrg-ben_goertzel.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251027-youtube_video-moonshots-chatgpt_atlas.txt,20251027-youtube_video-moonshots-chatgpt_atlas.txt,SOURCE-20251027-youtube-interview-moonshots-chatgpt_atlas.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251027-youtube-interview-moonshots-chatgpt_atlas.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251031-youtube_video-a16z-ben_horowitz_&_marc_andreessens.md,20251031-youtube_video-a16z-ben_horowitz_&_marc_andreessens.md,SOURCE-20251031-youtube-interview-a16z-ben_horowitz__marc_andreessens.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251031-youtube-interview-a16z-ben_horowitz__marc_andreessens.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20250516-youtube_video-sana-strange_loop-claire_l_evans.md,20250516-youtube_video-sana-strange_loop-claire_l_evans.md,SOURCE-20250516-youtube-interview-strangeloop-claire_l_evans.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20250516-youtube-interview-strangeloop-claire_l_evans.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251029-youtube_video-mathew_berman-sam_altman_reveals_exact_date_of_intelligence_explosion.txt,20251029-youtube_video-mathew_berman-sam_altman_reveals_exact_date_of_intelligence_explosion.txt,SOURCE-20251029-youtube-interview-mberman-sam_altman_reveals_exact_date_of_intelligence.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251029-youtube-interview-mberman-sam_altman_reveals_exact_date_of_intelligence.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251027-youtube_video-david_carbutt-cathie_wood.txt,20251027-youtube_video-david_carbutt-cathie_wood.txt,SOURCE-20251027-youtube-interview-carbutt-cathie_wood.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251027-youtube-interview-carbutt-cathie_wood.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251020-youtube_video-big_think-peter_leyden.txt,20251020-youtube_video-big_think-peter_leyden.txt,SOURCE-20251020-youtube-interview-bigthink-peter_leyden.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251020-youtube-interview-bigthink-peter_leyden.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251024-youtube_video-arc_prize-francoise_chollet_and_mike_knoop.md,20251024-youtube_video-arc_prize-francoise_chollet_and_mike_knoop.md,SOURCE-20251024-youtube-interview-arcprize-francoise_chollet_and_mike_knoop.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251024-youtube-interview-arcprize-francoise_chollet_and_mike_knoop.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251024-youtube_video-arc_prize-francoise_chollet_and_mike_knoop.txt,20251024-youtube_video-arc_prize-francoise_chollet_and_mike_knoop.txt,SOURCE-20251024-youtube-interview-arcprize-francoise_chollet_and_mike_knoop.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251024-youtube-interview-arcprize-francoise_chollet_and_mike_knoop.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251014-youtube_video-citadel_securities-jensen_huang.md,20251014-youtube_video-citadel_securities-jensen_huang.md,SOURCE-20251014-youtube-interview-citadel-jensen_huang.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251014-youtube-interview-citadel-jensen_huang.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251021-youtube_video-tbpn-bryan_johnson.txt,20251021-youtube_video-tbpn-bryan_johnson.txt,SOURCE-20251021-youtube-interview-tbpn-bryan_johnson.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251021-youtube-interview-tbpn-bryan_johnson.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/transcripts/20251021-youtube_video-relentless-justin_fiaschetti.md,20251021-youtube_video-relentless-justin_fiaschetti.md,SOURCE-20251021-youtube-interview-relentless-justin_fiaschetti.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251021-youtube-interview-relentless-justin_fiaschetti.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251226-youtube_video-ai_daily_brief.txt,20251226-youtube_video-ai_daily_brief.txt,SOURCE-20251226-youtube-interview-aidaily-content.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251226-youtube-interview-aidaily-content.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251223-youtube_video-ai_daily_brief-mike_kreiger.md,20251223-youtube_video-ai_daily_brief-mike_kreiger.md,SOURCE-20251223-youtube-interview-aidaily-mike_kreiger.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251223-youtube-interview-aidaily-mike_kreiger.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251226-youtube_video-a16z.md,20251226-youtube_video-a16z.md,SOURCE-20251226-youtube-interview-a16z-content.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251226-youtube-interview-a16z-content.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251224_youtube_video-machine_learning_street_talk-mike_israetel.txt,20251224_youtube_video-machine_learning_street_talk-mike_israetel.txt,SOURCE-20251224-youtube-interview-mlst-mike_israetel.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251224-youtube-interview-mlst-mike_israetel.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251222-youtube_video-neil_mcdevitt.md,20251222-youtube_video-neil_mcdevitt.md,SOURCE-20251222-youtube-interview-20251222_youtub-neil_mcdevitt.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251222-youtube-interview-20251222_youtub-neil_mcdevitt.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251223-youtube_video-ai_daily_brief-mike_kreiger.txt,20251223-youtube_video-ai_daily_brief-mike_kreiger.txt,SOURCE-20251223-youtube-interview-aidaily-mike_kreiger.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251223-youtube-interview-aidaily-mike_kreiger.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251223-youtube_video-dwarkesh_patel.txt,20251223-youtube_video-dwarkesh_patel.txt,SOURCE-20251223-youtube-interview-dwarkesh-content.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251223-youtube-interview-dwarkesh-content.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251226-youtube_video-david_shapiro.txt,20251226-youtube_video-david_shapiro.txt,SOURCE-20251226-youtube-interview-dshapiro-content.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251226-youtube-interview-dshapiro-content.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251222-youtube_video-machine_learning_street_talk.md,20251222-youtube_video-machine_learning_street_talk.md,SOURCE-20251222-youtube-interview-mlst-content.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251222-youtube-interview-mlst-content.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251222-youtube_video-a16z.md,20251222-youtube_video-a16z.md,SOURCE-20251222-youtube-interview-a16z-content.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251222-youtube-interview-a16z-content.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251224_youtube_video-machine_learning_street_talk-mike_israetel.md,20251224_youtube_video-machine_learning_street_talk-mike_israetel.md,SOURCE-20251224-youtube-interview-mlst-mike_israetel.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251224-youtube-interview-mlst-mike_israetel.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251226-youtube_video-ai_daily_brief.md,20251226-youtube_video-ai_daily_brief.md,SOURCE-20251226-youtube-interview-aidaily-content.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251226-youtube-interview-aidaily-content.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251226-youtube_video-ibm_technology.md,20251226-youtube_video-ibm_technology.md,SOURCE-20251226-youtube-interview-20251226_youtub-ibm_technology.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251226-youtube-interview-20251226_youtub-ibm_technology.md
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251226-youtube_video-a16z.txt,20251226-youtube_video-a16z.txt,SOURCE-20251226-youtube-interview-a16z-content.txt,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251226-youtube-interview-a16z-content.txt
/Users/home/Desktop/syncrescendence/SOURCES/raw/new perspectives/txt/20251227-youtube_video-neil_mcdevitt.md,20251227-youtube_video-neil_mcdevitt.md,SOURCE-20251227-youtube-interview-20251227_youtub-neil_mcdevitt.md,/Users/home/Desktop/syncrescendence/SOURCES/raw/SOURCE-20251227-youtube-interview-20251227_youtub-neil_mcdevitt.md
